URL,Title,Published,Author,Abstract,Atom Category,Filtered Category,Search Term
http://arxiv.org/abs/2112.11807v1,A New Design of Resonant Cavity for the W-band EPR spectrometer,2021-12-22,Jiangfeng Du,"We report a new design of resonant cavity for W-band EPR spectrometer. It
suits with both solenoid-type and split-pair magnets. The cavity operates on
the TE$_{011}$ mode, where the microwave magnetic field is along the
cylindrical axis. Its cylindrical axis is horizontal, so the magnetic field of
the microwave is always perpendicular to the vertical external magnetic field
provided by a solenoid-type magnet. By rotating the cavity, the microwave
magnetic field can also be perpendicular to a horizontal external field when a
split-pair magnet is used. Furthermore, a tiny metal cylinder allows for the
adjustment of coupling. This enables both continuous-wave (CW) and pulsed EPR
experiments. The coupling-varying ability has been demonstrated by reflection
coefficient (S11) measurement, and CW and pulsed EPR experiments have been
conducted. The performance data indicates a prospect of wide applications of
the cavity in the fields of physics, chemistry and biology.",physics.ins-det,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2112.09765v2,"SiGe quantum wells with oscillating Ge concentrations for quantum dot
  qubits",2021-12-17,M. A. Eriksson,"Large-scale arrays of quantum-dot spin qubits in Si/SiGe quantum wells
require large or tunable energy splittings of the valley states associated with
degenerate conduction band minima. Existing proposals to deterministically
enhance the valley splitting rely on sharp interfaces or modifications in the
quantum well barriers that can be difficult to grow. Here, we propose and
demonstrate a new heterostructure, the ""Wiggle Well,"" whose key feature - Ge
concentration oscillations - is realized inside the quantum well, rather than
outside, and does not require atomic-scale precision. Experimentally, we
observe large and widely tunable valley splittings from 54 to 239 ueV in a
single-electron dot. Using tight-binding calculations, we make quantitative
predictions for the valley splitting in several different Wiggle Well
heterostructures. Our results point to the Wiggle Well as a robust method for
enhancing the valley splitting in future qubit devices.",quant-ph,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2112.06364v1,"Process Tomography on a 7-Qubit Quantum Processor via Tensor Network
  Contraction Path Finding",2021-12-13,Charles D. Hill,"Quantum process tomography (QPT), where a quantum channel is reconstructed
through the analysis of repeated quantum measurements, is an important tool for
validating the operation of a quantum processor. We detail the combined use of
an existing QPT approach based on tensor networks (TNs) and unsupervised
learning with TN contraction path finding algorithms in order to use TNs of
arbitrary topologies for reconstruction. Experiments were conducted on the
7-qubit IBM Quantum Falcon Processor ibmq_casablanca, where we demonstrate this
technique by matching the topology of the tensor networks used for
reconstruction with the topology of the processor, allowing us to extend past
the characterisation of linear nearest neighbour circuits. Furthermore, we
conduct single-qubit gate set tomography (GST) on each individual qubit to
correct for separable errors during the state preparation and measurement
phases of QPT, which are separate from the channel under consideration but may
negatively impact the quality of its reconstruction. We are able to report a
fidelity of 0.89 against the ideal unitary channel of a single-cycle random
quantum circuit performed on ibmq_casablanca, after obtaining just $1.1 \times
10^5$ measurements for the reconstruction of this 7-qubit process. This
represents more than five orders of magnitude fewer total measurements than the
number needed to conduct full, traditional QPT on a 7-qubit process.",quant-ph,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2112.07358v1,Disguised Electromagnetic Connections in Classical Electron Theory,2021-12-11,Timothy H. Boyer,"In the first quarter of the 20th century, physicists were not aware of the
existence of classical electromagnetic zero-point radiation nor of the
importance of special relativity. Inclusion of these aspects allows classical
electron theory to be extended beyond its 19th century successes. Here we
review spherical electromagnetic radiation modes in a conducting-walled
spherical cavity and connect these modes to classical electromagnetic
zero-point radiation and to electromagnetic scale invariance. Then we turn to
the scattering of radiation in classical electron theory within a simple
approximation. We emphasize that, in steady-state, the interaction between
matter and radiation is disguised so that the mechanical motion appears to
occur without the emission of radiation, even though the particle motion is
actually driven by classical electromagnetic radiation. It is pointed out that,
for nonrelativistic particles, only the harmonic oscillator potential taken in
the low-velocity limit allows a consistent equilibrium with classical
electromagnetic zero-point radiation. For relativistic particles, only the
Coulomb potential is consistent with electrodynamics. The classical analysis
places restrictions on the value of $e^{2}/\hbar c$.",physics.class-ph,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2112.06078v1,A Note on the Post-Quantum Security of (Ring) Signatures,2021-12-11,Giulio Malavolta,"This work revisits the security of classical signatures and ring signatures
in a quantum world. For (ordinary) signatures, we focus on the arguably
preferable security notion of blind-unforgeability recently proposed by Alagic
et al. (Eurocrypt'20). We present two short signature schemes achieving this
notion: one is in the quantum random oracle model, assuming quantum hardness of
SIS; and the other is in the plain model, assuming quantum hardness of LWE with
super-polynomial modulus. Prior to this work, the only known blind-unforgeable
schemes are Lamport's one-time signature and the Winternitz one-time signature,
and both of them are in the quantum random oracle model.
  For ring signatures, the recent work by Chatterjee et al. (Crypto'21)
proposes a definition trying to capture adversaries with quantum access to the
signer. However, it is unclear if their definition, when restricted to the
classical world, is as strong as the standard security notion for ring
signatures. They also present a construction that only partially achieves
(even) this seeming weak definition, in the sense that the adversary can only
conduct superposition attacks over the messages, but not the rings. We propose
a new definition that does not suffer from the above issue. Our definition is
an analog to the blind-unforgeability in the ring signature setting. Moreover,
assuming the quantum hardness of LWE, we construct a compiler converting any
blind-unforgeable (ordinary) signatures to a ring signature satisfying our
definition.",quant-ph,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2112.05208v1,"Modeling atom interferometry experiments with Bose-Einstein condensates
  in power-law potentials",2021-12-09,M. Edwards,"Recent atom interferometry (AI) experiments involving Bose--Einstein
condensates (BECs) have been conducted under extreme conditions of volume and
interrogation time. Numerical solution of the standard mean-field theory
applied to these experiments presents a nearly intractable challenge. We
present an approximate variational model that provides rapid approximate
solutions of the rotating-frame Gross--Pitaevskii equation for a power-law
potential. This model is well-suited to the design and analysis of AI
experiments involving BECs that are split and later recombined to form an
interference pattern. We derive the equations of motion of the variational
parameters for this model and illustrate how the model can be applied to the
sequence of steps in a recent AI experiment where BECs were used to implement a
dual-Sagnac atom interferometer rotation sensor. We use this model to
investigate the impact of finite-size and interaction effects on the
single-Sagnac-interferometer phase shift.",cond-mat.quant-gas,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2112.02912v1,Excited-state spectroscopy of spin defects in hexagonal boron nitride,2021-12-06,Jiangfeng Du,"We used optically detected magnetic resonance (ODMR) technique to directly
probe electron-spin resonance transitions in the excited state of
negatively-charged boron vacancy (VB-) defects in hexagonal boron nitride (hBN)
at room temperature. The data showed that the excited state has a zero-field
splitting of ~ 2.1 GHz, a g factor similar to the ground state and two types of
hyperfine splitting ~ 90 MHz and ~ 18.8 MHz respectively. Pulsed ODMR
experiments were conducted to further verify observed resonant peaks
corresponding to spin transitions in the excited state. In addition, negative
peaks in photoluminescence and ODMR contrast as a function of magnetic field
magnitude and angle at level anti-crossing were observed and explained by
coherent spin precession and anisotropic relaxation. This work provided
significant insights for studying the structure of VB- excited states, which
might be used for quantum information processing and nanoscale quantum sensing.",quant-ph,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2112.02554v2,Quantum algorithms for the generalized eigenvalue problem,2021-12-05,Shao-Ming Fei,"The generalized eigenvalue (GE) problems are of particular importance in
various areas of science engineering and machine learning. We present a
variational quantum algorithm for finding the desired generalized eigenvalue of
the GE problem, $\mathcal{A}|\psi\rangle=\lambda\mathcal{B}|\psi\rangle$, by
choosing suitable loss functions. Our approach imposes the superposition of the
trial state and the obtained eigenvectors with respect to the weighting matrix
$\mathcal{B}$ on the Rayleigh-quotient. Furthermore, both the values and
derivatives of the loss functions can be calculated on near-term quantum
devices with shallow quantum circuit. Finally, we propose a full quantum
generalized eigensolver (FQGE) to calculate the minimal generalized eigenvalue
with quantum gradient descent algorithm. As a demonstration of the principle,
we numerically implement our algorithms to conduct a 2-qubit simulation and
successfully find the generalized eigenvalues of the matrix pencil
$(\mathcal{A},\,\mathcal{B})$. The numerically experimental result indicates
that FQGE is robust under Gaussian noise.",quant-ph,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2112.01378v1,"Building a common language for interdisciplinary responsible innovation:
  Talking about responsible quantum in Australia",2021-12-01,Tara Roberson,"Increasing hype over novel quantum technologies has prompted discussion on
the likely societal impacts of the sector. In part, those discussions aim to
learn from examples of technology gone wrong, which provide a strong impetus
for responsible innovation moving forward. However, predictions or
interferences of technological misuse risks alienating scientists and other
innovators at precisely the moment that they should be engaged. To address
this, conversations on responsible innovation could first focus on the creation
of a shared language. This language should help innovators discuss how and when
they are working responsibly and how to demonstrate responsibility in
innovation processes. This paper provides a starting point to building such a
shared language for quantum technologies, drawing on interviews conducted in
Australia. It identifies the different institutional pressures and locations of
responsibility for the field and considers how the language of responsibility
is constrained by a set of assumptions that narrowly imagine the use of quantum
in the future.",physics.soc-ph,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2111.14378v1,"Confining type-II spherical core-shell quantum dot heterostructures with
  narrow and wide band gaps",2021-11-29,A. Jellal,"Using a single-band model, the lowest transition energy was analysed between
the lowest unoccupied molecular orbital (LUMO) of the conduction band and the
highest occupied molecular orbital (HOMO) of the valence band. We focus on
categorising the confinement strength in type-II core-shell quantum dots
(CSQDs) based on the step-potential and show how it will affect their
transition energy. Our model is applied to CSQDs of the heterostructures
PbS/CdS and ZnTe/ZnSe through narrow and wide band gaps, respectively. It found
that PbS/CdS CSQDs demonstrates a strong confinement in which their transition
energy would increase more compared to its weak confinement case in ZnTe/ZnSe
CSQDs. The weak confinement case also demonstrated both blue-shift and
red-shift of photoluminescence emission compared to the bulk ZnTe and ZnSe for
which it can be inferred as pseudo type-II CSQDs. This would help
experimentalists to tune the transition energy of type-II model in order to
fabricate photons with longer carrier lifetime compared to the type-I model.",cond-mat.mes-hall,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2111.14957v1,"Coupling the motional quantum states of spatially distant ions using a
  conducting wire",2021-11-29,M. Mukherjee,"Interfacing ion qubits in separate traps is among the challenges towards
scaling up ion quantum computing. This theoretical study focuses on using a
conducting wire to couple the motional quantum states of ions in separate
planar traps. This approach of interfacing ion traps provides an alternative to
coupling distant qubits with lasers. We include the effects of
$1/f^{\tilde{\alpha}}$ (Anomalous) surface heating noise, using aggregate and
recent experimental findings as the basis for an analytical model of the
motional state decoherence time $t_{\mathrm{deco.}}$. Our optimized design for
the coupling system can be used to exchange quantum information with a time
$t_{\mathrm{ex.}}$ less than one tenth of the information decay time
$t_{\mathrm{deco.}}$. We derive a coefficient $\zeta$ which relates the
capacitances of each part of the coupling system and corrects an oversight
common to several previous works. Where possible, we calculate the classical
signal strength and classical noise strength, and use the criterion (classical)
signal-to-noise-ratio $\ge 10$ to further constrain design parameters. Ranges
for all parameters are discussed, and the ratio $t_{\mathrm{deco.}}
/t_{\mathrm{ex.}}$ and the signal-to-noise ratio for thermal noise are plotted
to assess specific parameter ranges for which transfer of quantum information
is possible. Although $1/f^{\tilde{\alpha}}$ surface noise significantly
constrains parameter ranges, we find no barriers to exchanging quantum
information between ion qubits in separate surface traps using a conducting
wire. Moreover, this should be possible using existing technologies and
materials, and singly-charged ions.",quant-ph,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2111.13355v1,"Pulsed multireservoir engineering for a trapped ion with applications to
  state synthesis and quantum Otto cycles",2021-11-26,Fernando L. Semião,"Conducting an open quantum system towards a desired steady state through
reservoir engineering is a remarkable task that takes dissipation and
decoherence as tools rather than impediments. Here we develop a collisional
model to implement reservoir engineering for the one-dimensional harmonic
motion of a trapped ion. Our scheme is based on the pulsed interaction between
the vibrational mode and the electronic levels of a trapped ion, which is
promoted by resolved-sideband lasers. Having multiple internal levels, we show
that multiple reservoirs can be engineered, allowing for more efficient
synthesis of well-known non-classical states of motion and the generation of
states that are unfeasible with a single-bath setup, for instance, thermal
states with arbitrary positive temperatures. We apply these ideas to quantum
Otto cycles beyond purely thermal reservoirs. In particular, we present general
conditions for the violation of the standard Otto bound in the limiting regime
of non-adiabatic dynamics.",quant-ph,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2111.13614v1,"Genuine multipartite entanglement and quantum coherence in an
  electron-positron system: relativistic covariance",2021-11-26,Renato M. Angelo,"The last two decades have witnessed an increasing effort of the scientific
community toward pursuing a better framework for quantum resource covariance,
with the focus predominantly posed on quantum entanglement. In this work, we
move the discussion one step further by analyzing the behavior of both genuine
multipartite entanglement and quantum coherence under Lorentz boosts.
Specifically, we conduct a case study for the problem of an electron-positron
pair created in a superposed multipartite pure state. Our approach is different
from the standard treatments also in that we consider all the components of the
four-momentum, thus allowing for an inspection of scenarios wherein
entanglement can be encoded among these degrees of freedom as well. Our
analysis reveals interesting subtleties in this problem, like the fact that
genuine 4-partite entanglement in the lab frame transforms into genuine
8-partite entanglement plus quantum coherence in the perspective of the
Lorentz-boosted frame. Moreover, a given combination of these quantum resources
is shown to form a Lorentz invariant. Although our findings are not able to
determine, via first principles, an information-theoretic Lorentz invariant,
they pave the way for fundamental incursions along this line.",quant-ph,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2111.11007v1,Facet Dependent Topological Phase Transition in Bi4Br4,2021-11-22,Yi Du,"The realization of the coexistence of various topologically nontrivial
surface states in one material is expected to lay a foundation for new electric
applications with selective robust spin current. Here we apply the
magnetoconductivity characteristic and angle-resolved photoemission
spectroscopy (ARPES) to visualize the surface-selected electronic features
evolution of quasi-one-dimensional material Bi4Br4. The transport measurements
indicate the quantum interference correction to conductivity possesses symbolic
spin rotational characteristic correlated to the value of Berry phase with the
effects of weak localization and weak antilocalization for (001) and (100)
surfaces, respectively. The ARPES spectra provide the experimental evidence for
quasi-one-dimensional massless Dirac surface state at the side (100) surface
and anisotropic massive Dirac surface state at the top (001) surface,
respectively, which is highly coincide with the angle-dependent scaling
behavior of magnetoconductivity. Our results reveal the facet dependent
topological phases in quasi-one-dimensional Bi4Br4, stimulating the further
investigations of this dual topology classes and the applications of the
feasible technologies of topological spintronics.",cond-mat.mtrl-sci,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2111.08071v1,"Spiral magnetism and chiral superconductivity in Kondo-Hubbard
  triangular lattice model",2021-11-15,Jean Paul Latyr Faye,"Building on the results of Ref. \cite{faye2018phase}, which identified an
antiferromagnetic and Kondo singlet phases on the Kondo-Hubbard square lattice,
we use the variational cluster approximation (VCA) to investigate the
competition between these phases on a two-dimensional triangular lattice with
$120^{o}$ spin orientation. In addition to the antiferromagnetic exchange
interaction $J_{\perp}$ between the localized (impurity) and conduction
(itinerant) electrons, our model includes the local repulsion $U$ of the
conduction electrons and the Heisenberg interaction $J_H$ between the
impurities. At half-filling, we obtain the quantum phase diagrams in both
planes $(J_{\perp}, U J_{\perp})$ and $(J_{\perp}, J_{H})$. We identify a
long-range, three-sublattice, spiral magnetic order which dominates the phase
diagrams for small $J_{\perp}$ and moderate $U$, while a Kondo singlet phase
becomes more stable at large $J_{\perp}$. The transition from the spiral
magnetic order to the Kondo singlet phase is a second-order phase transition.
In the $(J_{\perp}, J_{H})$ plane, we observe that the effect of $J_H$ is to
reduce the Kondo singlet phase, giving more room to the spiral magnetic order
phase. It also introduces some small magnetic oscillations of the spiral
magnetic order parameter. At finite doping and when spiral magnetism is
ignored, we find superconductivity with symmetry order parameter $d+id$, which
breaks time reversal symmetry. The superconducting order parameter has a dome
centered at around $5\%$ hole doping, and its amplitude decreases with
increasing $J_{\perp}$. We show that spiral magnetism can coexist with $d+id$
state and that superconductivity is suppressed, indicating that these two
phases are in competition.",cond-mat.str-el,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2111.11180v2,"Regulate the direct-indirect electronic band gap transition by
  electron-phonon interaction in BaSnO3",2021-11-14,Jie Ma,"The neutron powder diffraction, specific heat, thermal conductivity, and
Raman scattering measurements were presented to study the interplays of
lattice, phonons and electrons of the Sr-doping Ba1-xSrxSnO3 (x was less than
or equal to 0.1). Although Ba1-xSrxSnO3 kept the cubic lattice, the Raman
spectra suggested a dynamic distortion at low temperature. The density
functional theory was applied to analyze the electronic structures and phonon
dispersions of Ba1-xSrxSnO3(x = 0, 0.0125), and the behaviors of electron bands
around Fermi levels were discussed. According to the experimental and
theoretical results, the Sr-doping played a significant role in tuning the
indirect band gap of BaSnO3 and influenced the electron-phonon interaction.",cond-mat.mtrl-sci,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2111.06102v1,"The Present and Future of Discrete Logarithm Problems on Noisy Quantum
  Computers",2021-11-11,Ryo Nojima,"The discrete logarithm problem (DLP) is the basis for several cryptographic
primitives. Since Shor's work, it has been known that the DLP can be solved by
combining a polynomial-size quantum circuit and a polynomial-time classical
post-processing algorithm. Evaluating and predicting the instance size that
quantum devices can solve is an emerging research topic. In this paper, we
propose a quantitative measure based on the success probability of the
post-processing algorithm to determine whether an experiment on a quantum
device (or a classical simulator) succeeded. We also propose a procedure to
modify bit strings observed from a Shor circuit to increase the success
probability of a lattice-based post-processing algorithm. We report preliminary
experiments conducted on IBM-Quantum quantum computers and near-future
predictions based on noisy-device simulations. We conducted our experiments
with the ibm_kawasaki device and discovered that the simplest circuit (7
qubits) from a 2-bit DLP instance achieves a sufficiently high success
probability to proclaim the experiment successful. Experiments on another
circuit from a slightly harder 2-bit DLP instance, on the other hand, did not
succeed, and we determined that reducing the noise level by half is required to
achieve a successful experiment. Finally, we give a near-term prediction based
on required noise levels to solve some selected small DLP and integer factoring
instances.",cs.CR,cat:quant-ph,all:super%20conducting
